prosperity_index,house_is,price,rooms_number,area,equipped_kitchen_has,furnished,open_fire,terrace,terrace_area,garden,garden_area,land_surface,swimming_pool_has,property_subtype_APARTMENT_BLOCK,property_subtype_DUPLEX,property_subtype_GROUND_FLOOR,property_subtype_HOUSE,property_subtype_MIXED_USE_BUILDING,property_subtype_OTHER,property_subtype_PENTHOUSE,property_subtype_VILLA,region_F,region_W,building_state_agg_renovated,building_state_agg_to_renovate
96.0,0,159000.0,2.0,90.0,0,0,0,1,12.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
96.0,0,85000.0,1.0,65.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
96.0,0,290836.0,2.0,95.0,1,0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
96.0,0,249000.0,2.0,150.0,1,0,0,1,25.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
96.0,0,330000.0,2.0,121.0,1,0,0,1,36.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
96.0,0,495000.0,3.0,260.0,0,0,0,1,0.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0
96.0,0,290000.0,2.0,120.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
121.0,1,1185000.0,8.0,498.0,1,0,0,1,0.0,0,0.0,3800.0,0,0,0,0,0,1,0,0,0,1,0,0,0
121.0,1,650000.0,5.0,270.0,1,0,0,1,0.0,0,0.0,190.0,0,1,0,0,0,0,0,0,0,1,0,0,1
121.0,1,474000.0,4.0,288.0,1,0,0,1,135.0,0,0.0,372.0,0,0,0,0,0,1,0,0,0,1,0,0,0
121.0,1,295000.0,4.0,195.0,1,0,0,1,25.0,1,30.0,190.0,0,0,0,0,1,0,0,0,0,1,0,0,0
121.0,1,795000.0,4.0,311.0,1,0,0,1,0.0,0,0.0,980.0,0,0,0,0,1,0,0,0,0,1,0,0,0
121.0,1,415000.0,3.0,140.0,1,0,0,1,20.0,0,0.0,629.0,0,0,0,0,0,0,0,0,1,1,0,0,0
121.0,1,339000.0,3.0,140.0,1,0,1,1,0.0,0,0.0,520.0,0,0,0,0,1,0,0,0,0,1,0,1,0
121.0,1,349000.0,3.0,135.0,1,0,0,1,45.0,1,45.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0
121.0,1,210000.0,3.0,185.0,0,0,0,0,0.0,0,0.0,205.0,0,0,0,0,1,0,0,0,0,1,0,0,1
121.0,1,229000.0,2.0,125.0,1,0,0,0,0.0,0,0.0,140.0,0,0,0,0,1,0,0,0,0,1,0,0,1
121.0,1,290000.0,3.0,143.0,1,0,0,1,0.0,0,0.0,232.0,0,0,0,0,1,0,0,0,0,1,0,0,0
121.0,1,515000.0,4.0,150.0,0,0,0,0,0.0,0,0.0,954.0,0,0,0,0,1,0,0,0,0,1,0,0,1
121.0,0,220000.0,2.0,70.0,1,0,0,1,13.0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0
121.0,0,335000.0,3.0,130.0,1,0,1,1,12.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
121.0,0,320000.0,2.0,109.0,1,0,0,1,10.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
121.0,0,245000.0,2.0,90.0,1,0,0,1,3.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
121.0,0,279000.0,2.0,90.0,0,0,0,1,18.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
121.0,0,215000.0,1.0,60.0,1,0,0,1,6.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
121.0,0,227500.0,2.0,90.0,1,0,0,1,5.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
111.0,1,1795000.0,9.0,603.0,0,0,0,1,35.0,1,241.0,504.0,0,1,0,0,0,0,0,0,0,0,0,0,0
111.0,1,1195000.0,0.0,445.0,1,0,0,1,70.0,0,0.0,470.0,0,0,0,0,0,1,0,0,0,0,0,0,0
111.0,1,945000.0,5.0,325.0,1,0,1,1,15.0,0,0.0,196.0,0,0,0,0,0,0,1,0,0,0,0,0,0
111.0,1,420000.0,4.0,265.0,0,0,0,0,0.0,0,0.0,85.0,0,1,0,0,0,0,0,0,0,0,0,0,1
111.0,1,945000.0,5.0,315.0,1,0,0,1,0.0,0,0.0,199.0,0,1,0,0,0,0,0,0,0,0,0,0,0
111.0,1,895000.0,5.0,248.0,1,0,0,1,10.0,1,620.0,620.0,0,0,0,0,0,0,1,0,0,0,0,0,1
111.0,1,450000.0,3.0,125.0,1,0,0,1,10.0,1,35.0,160.0,0,0,0,0,1,0,0,0,0,0,0,0,0
111.0,1,590000.0,5.0,192.0,1,0,0,1,8.0,1,105.0,230.0,0,0,0,0,1,0,0,0,0,0,0,0,0
111.0,1,615000.0,3.0,165.0,1,0,0,1,12.0,1,48.0,120.0,0,0,0,0,1,0,0,0,0,0,0,0,0
111.0,1,675000.0,5.0,180.0,1,0,0,1,25.0,1,339.0,339.0,0,0,0,0,0,0,1,0,0,0,0,0,0
111.0,1,1100000.0,5.0,255.0,1,0,0,1,80.0,0,0.0,150.0,0,0,0,0,1,0,0,0,0,0,0,1,0
111.0,1,595000.0,3.0,150.0,0,0,0,1,10.0,0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0
111.0,1,425000.0,3.0,145.0,0,0,0,1,0.0,0,0.0,210.0,0,0,0,0,1,0,0,0,0,0,0,0,1
111.0,1,560000.0,4.0,150.0,1,0,0,0,0.0,0,0.0,160.0,0,0,0,0,1,0,0,0,0,0,0,0,0
111.0,1,575000.0,4.0,120.0,1,0,0,1,0.0,1,35.0,113.0,0,0,0,0,1,0,0,0,0,0,0,0,0
111.0,0,470000.0,2.0,100.0,1,0,0,1,20.0,1,700.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.0,0,675000.0,5.0,170.0,1,0,0,1,20.0,1,200.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
111.0,0,425000.0,2.0,98.0,1,0,0,1,16.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
111.0,0,290000.0,2.0,85.0,1,0,0,1,11.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.0,0,289000.0,2.0,112.0,1,0,0,1,25.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
111.0,0,675000.0,4.0,210.0,0,0,1,1,30.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
111.0,0,460000.0,2.0,150.0,1,0,1,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.0,0,680000.0,3.0,165.0,1,0,0,1,0.0,0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0
111.0,0,350000.0,3.0,92.0,1,0,0,1,25.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.0,0,1990000.0,4.0,330.0,1,0,0,1,166.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
111.0,0,350000.0,2.0,113.0,1,0,0,1,10.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.0,0,890000.0,3.0,180.0,1,0,0,1,40.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.0,0,270000.0,2.0,95.0,1,0,0,1,8.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
111.0,0,315000.0,3.0,100.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
111.0,0,249000.0,2.0,65.0,1,0,0,1,6.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.0,0,390000.0,2.0,100.0,1,0,0,1,3.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
111.0,0,595000.0,2.0,188.0,1,0,1,1,20.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
102.0,1,264000.0,2.0,108.0,1,1,0,0,0.0,0,0.0,108.0,0,1,0,0,0,0,0,0,0,1,0,0,0
102.0,1,269000.0,3.0,186.0,1,0,0,1,15.0,0,0.0,519.0,0,0,0,0,1,0,0,0,0,1,0,1,0
102.0,1,269500.0,3.0,168.0,1,0,0,1,40.0,1,300.0,630.0,0,0,0,0,1,0,0,0,0,1,0,0,0
102.0,0,305000.0,3.0,160.0,1,0,1,1,14.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
88.0,1,140000.0,2.0,162.0,1,0,0,1,0.0,0,0.0,90.0,0,1,0,0,0,0,0,0,0,0,1,0,0
88.0,1,270000.0,4.0,262.0,1,0,0,1,0.0,0,0.0,214.0,0,1,0,0,0,0,0,0,0,0,1,0,0
88.0,1,275000.0,4.0,190.0,1,0,0,0,0.0,0,0.0,74.0,0,1,0,0,0,0,0,0,0,0,1,0,0
88.0,1,275000.0,3.0,195.0,1,0,0,0,0.0,0,0.0,250.0,0,0,0,0,0,1,0,0,0,0,1,0,0
88.0,1,250000.0,2.0,150.0,0,0,0,0,0.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0
88.0,1,190000.0,4.0,217.0,1,0,0,1,0.0,0,0.0,150.0,0,0,0,0,1,0,0,0,0,0,1,0,1
88.0,1,160000.0,3.0,161.0,1,0,0,0,0.0,0,0.0,60.0,0,0,0,0,1,0,0,0,0,0,1,1,0
88.0,1,125000.0,2.0,84.0,1,0,0,1,0.0,0,0.0,169.0,0,0,0,0,1,0,0,0,0,0,1,0,1
88.0,1,155000.0,3.0,146.0,1,0,0,0,0.0,1,650.0,800.0,0,0,0,0,1,0,0,0,0,0,1,0,1
88.0,1,190000.0,2.0,209.0,1,0,0,0,0.0,0,0.0,570.0,0,0,0,0,1,0,0,0,0,0,1,0,1
88.0,1,250000.0,3.0,406.0,1,0,1,1,0.0,1,100.0,270.0,0,0,0,0,1,0,0,0,0,0,1,0,1
88.0,1,140000.0,2.0,119.0,1,0,0,1,0.0,0,0.0,578.0,0,0,0,0,1,0,0,0,0,0,1,0,0
88.0,1,220000.0,3.0,227.0,1,0,0,1,100.0,0,0.0,100.0,0,0,0,0,1,0,0,0,0,0,1,0,0
88.0,1,269000.0,3.0,200.0,1,0,0,0,0.0,0,0.0,220.0,0,0,0,0,1,0,0,0,0,0,1,1,0
88.0,1,105000.0,2.0,104.0,1,0,0,0,0.0,0,0.0,50.0,0,0,0,0,1,0,0,0,0,0,1,1,0
88.0,1,75000.0,3.0,78.0,1,0,0,1,0.0,0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,1,0,1
88.0,0,75000.0,2.0,123.0,1,0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
88.0,0,199500.0,1.0,200.0,1,0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0
91.0,1,162000.0,5.0,210.0,1,0,0,1,40.0,1,80.0,150.0,0,1,0,0,0,0,0,0,0,0,1,0,0
91.0,1,155000.0,4.0,180.0,1,0,0,1,20.0,1,30.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1
91.0,1,149000.0,5.0,345.0,1,0,0,1,25.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1
91.0,1,248000.0,2.0,135.0,1,0,0,1,30.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0
91.0,1,339000.0,7.0,211.0,1,0,0,1,13.0,1,2567.0,2680.0,0,0,0,0,0,0,0,0,1,0,1,0,0
91.0,1,439000.0,6.0,285.0,1,0,0,1,70.0,1,1472.0,1472.0,0,0,0,0,0,0,0,0,1,0,1,0,0
91.0,1,274500.0,3.0,118.0,1,0,0,1,35.0,1,130.0,256.0,0,0,0,0,1,0,0,0,0,0,1,0,0
91.0,1,177500.0,5.0,150.0,1,0,0,1,25.0,1,300.0,410.0,0,0,0,0,1,0,0,0,0,0,1,0,1
91.0,1,99000.0,6.0,174.0,1,0,0,1,55.0,1,200.0,515.0,0,0,0,0,1,0,0,0,0,0,1,0,1
91.0,1,3900000.0,12.0,900.0,1,0,0,1,0.0,0,0.0,40000.0,0,0,0,0,0,0,1,0,0,0,1,0,0
91.0,1,117500.0,3.0,90.0,1,0,0,1,17.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0
91.0,1,150000.0,4.0,170.0,1,0,0,1,13.0,1,40.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0
72.0,1,199000.0,4.0,290.0,1,0,0,1,0.0,1,550.0,800.0,0,0,0,0,1,0,0,0,0,0,1,0,0
72.0,1,177000.0,3.0,107.0,0,0,0,1,0.0,1,508.0,941.0,0,0,0,0,0,1,0,0,0,0,1,1,0
72.0,1,69000.0,3.0,121.0,1,0,0,0,0.0,1,25.0,100.0,0,0,0,0,0,1,0,0,0,0,1,0,1
72.0,1,124000.0,1.0,67.0,1,0,0,0,0.0,1,51.0,156.0,0,1,0,0,0,0,0,0,0,0,1,0,0
72.0,1,249000.0,2.0,190.0,1,0,0,1,0.0,1,47.0,116.0,0,1,0,0,0,0,0,0,0,0,1,0,0
72.0,1,185000.0,4.0,180.0,1,0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0
72.0,1,139000.0,4.0,189.0,1,0,0,0,0.0,0,0.0,200.0,0,1,0,0,0,0,0,0,0,0,1,0,0
72.0,1,299000.0,8.0,380.0,1,0,0,0,0.0,0,0.0,300.0,0,1,0,0,0,0,0,0,0,0,1,0,0
72.0,1,120000.0,4.0,145.0,1,0,0,1,0.0,0,0.0,159.0,0,0,0,0,1,0,0,0,0,0,1,0,1
72.0,1,174900.0,4.0,180.0,1,0,0,1,100.0,0,0.0,340.0,0,0,0,0,1,0,0,0,0,0,1,0,1
72.0,1,157000.0,3.0,130.0,1,0,0,1,50.0,1,150.0,320.0,0,0,0,0,1,0,0,0,0,0,1,0,0
72.0,1,149900.0,3.0,140.0,1,0,0,1,12.0,1,100.0,170.0,0,0,0,0,1,0,0,0,0,0,1,0,0
72.0,1,165000.0,3.0,110.0,1,0,0,1,20.0,1,100.0,182.0,0,0,0,0,1,0,0,0,0,0,1,0,0
72.0,1,119000.0,3.0,99.0,1,0,0,0,0.0,0,0.0,110.0,0,0,0,0,1,0,0,0,0,0,1,0,1
72.0,1,85000.0,2.0,85.0,1,0,0,1,0.0,0,0.0,114.0,0,0,0,0,1,0,0,0,0,0,1,0,1
72.0,1,129000.0,2.0,203.0,1,0,0,0,0.0,0,0.0,832.0,0,0,0,0,1,0,0,0,0,0,1,0,1
72.0,1,490000.0,7.0,400.0,1,0,0,1,170.0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0
72.0,1,50000.0,2.0,95.0,1,0,0,1,0.0,0,0.0,100.0,0,0,0,0,1,0,0,0,0,0,1,0,1
72.0,0,70000.0,1.0,45.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
72.0,0,175000.0,3.0,123.0,1,0,0,0,0.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0
103.0,1,275000.0,3.0,171.0,1,0,0,1,0.0,1,128.0,221.0,0,0,0,0,1,0,0,0,0,1,0,0,1
103.0,1,2500000.0,0.0,670.0,0,0,0,0,0.0,0,0.0,432.0,0,1,0,0,0,0,0,0,0,1,0,0,0
103.0,1,390000.0,4.0,279.0,1,0,0,1,13.0,1,72.0,240.0,0,0,0,0,0,0,1,0,0,1,0,0,0
103.0,1,369000.0,3.0,120.0,1,0,0,0,0.0,0,0.0,288.0,0,0,0,0,1,0,0,0,0,1,0,0,0
103.0,1,795000.0,4.0,270.0,1,0,0,0,0.0,0,0.0,946.0,0,0,0,0,0,0,0,0,1,1,0,0,0
103.0,1,360000.0,3.0,173.0,1,0,0,0,0.0,0,0.0,382.0,0,0,0,0,1,0,0,0,0,1,0,0,0
103.0,0,199000.0,1.0,58.0,1,0,0,1,9.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
103.0,0,269000.0,2.0,82.0,1,0,0,1,11.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
103.0,0,279000.0,2.0,88.0,1,0,0,1,11.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
103.0,0,285000.0,2.0,95.0,1,0,0,1,9.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
103.0,0,289000.0,2.0,88.0,1,0,0,1,11.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
103.0,0,297000.0,2.0,95.0,1,0,0,1,13.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
103.0,0,347000.0,2.0,95.0,1,0,0,1,29.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0
103.0,0,349000.0,3.0,120.0,1,0,0,1,14.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
103.0,0,349000.0,2.0,106.0,1,0,0,1,27.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0
103.0,0,349000.0,3.0,124.0,1,0,0,1,21.0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0
114.0,1,440000.0,2.0,180.0,1,0,0,1,19.0,1,80.0,385.0,0,0,0,0,0,1,0,0,0,1,0,0,0
114.0,1,335000.0,3.0,101.0,1,0,0,1,42.0,0,0.0,139.0,0,0,0,0,1,0,0,0,0,1,0,1,0
114.0,1,445000.0,4.0,250.0,1,0,0,0,0.0,0,0.0,1560.0,0,0,0,0,1,0,0,0,0,1,0,0,0
114.0,0,220000.0,2.0,79.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
114.0,0,155000.0,1.0,36.0,0,0,0,1,3.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0
114.0,0,1695000.0,0.0,700.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0
110.0,1,550000.0,3.0,800.0,0,0,0,0,0.0,0,0.0,2700.0,0,0,0,0,0,1,0,0,0,0,1,0,0
110.0,1,245000.0,3.0,155.0,1,0,0,0,0.0,1,330.0,330.0,0,0,0,0,1,0,0,0,0,0,1,1,0
110.0,1,645000.0,6.0,370.0,1,0,0,1,30.0,1,1000.0,1719.0,0,0,0,0,0,0,0,0,1,0,1,0,0
110.0,1,319000.0,7.0,204.0,0,0,1,1,20.0,1,2500.0,2800.0,0,0,0,0,1,0,0,0,0,0,1,0,1
110.0,1,195000.0,4.0,156.0,1,0,0,1,22.0,1,169.0,240.0,0,0,0,0,1,0,0,0,0,0,1,0,0
110.0,1,235000.0,2.0,125.0,1,0,0,1,5.0,0,0.0,274.0,0,0,0,0,1,0,0,0,0,0,1,0,0
110.0,1,90000.0,3.0,120.0,1,0,0,1,0.0,1,80.0,148.0,0,0,0,0,1,0,0,0,0,0,1,0,1
110.0,1,265000.0,5.0,160.0,1,0,0,1,0.0,0,0.0,320.0,0,0,0,0,1,0,0,0,0,0,1,0,0
110.0,0,1390000.0,12.0,510.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
69.0,1,495000.0,3.0,248.0,1,0,0,1,4.0,0,0.0,89.0,0,0,0,0,0,1,0,0,0,0,0,0,0
69.0,1,1550000.0,36.0,1620.0,0,0,0,0,0.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1
69.0,0,139000.0,1.0,48.0,1,0,0,1,8.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
69.0,0,210000.0,2.0,80.0,1,0,0,1,23.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.0,0,199000.0,2.0,85.0,1,0,0,1,18.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
69.0,0,495000.0,2.0,179.0,1,0,0,1,35.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
69.0,0,279000.0,3.0,120.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
69.0,0,199000.0,1.0,60.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
69.0,0,215000.0,2.0,100.0,1,0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
69.0,0,385000.0,2.0,95.0,1,0,0,1,35.0,1,165.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
69.0,0,199000.0,2.0,100.0,1,0,0,1,5.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
69.0,0,275000.0,2.0,90.0,1,0,0,1,30.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
69.0,0,285000.0,3.0,125.0,1,0,1,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.0,0,186000.0,1.0,68.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
69.0,0,225000.0,2.0,108.0,1,0,0,1,14.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.0,0,160000.0,1.0,63.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
69.0,0,245000.0,2.0,85.0,1,0,0,1,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.0,0,190000.0,2.0,88.0,1,0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
104.0,1,210000.0,3.0,82.0,1,0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0
104.0,1,399000.0,2.0,133.0,0,0,0,0,0.0,0,0.0,1052.0,0,0,0,0,1,0,0,0,0,1,0,0,1
104.0,1,824000.0,4.0,245.0,1,0,0,0,0.0,0,0.0,1253.0,0,0,0,0,0,0,0,0,1,1,0,0,0
104.0,1,350000.0,6.0,301.0,1,0,0,1,8.0,1,100.0,210.0,0,0,0,0,0,0,1,0,0,1,0,0,1
104.0,1,127000.0,2.0,60.0,1,1,0,1,16.0,0,0.0,212.0,1,0,0,0,1,0,0,0,0,1,0,0,0
104.0,1,128500.0,4.0,155.0,0,0,0,0,0.0,0,0.0,92.0,0,0,0,0,1,0,0,0,0,1,0,0,1
104.0,1,210000.0,2.0,126.0,1,0,0,1,45.0,1,14000.0,250.0,0,0,0,0,1,0,0,0,0,1,0,0,0
104.0,1,1450000.0,2.0,190.0,1,1,0,1,40.0,1,200.0,165.0,1,0,0,0,1,0,0,0,0,1,0,1,0
104.0,1,160000.0,3.0,100.0,1,0,0,1,20.0,1,40.0,116.0,0,0,0,0,1,0,0,0,0,1,0,0,1
104.0,1,185000.0,1.0,70.0,0,0,0,1,0.0,0,0.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0
104.0,1,975000.0,5.0,440.0,1,0,0,0,0.0,0,0.0,2606.0,0,0,0,0,0,0,0,0,1,1,0,0,0
104.0,1,799000.0,4.0,220.0,0,0,0,0,0.0,0,0.0,450.0,0,0,0,0,0,0,0,0,1,1,0,0,0
104.0,1,195000.0,5.0,150.0,1,0,0,0,0.0,0,0.0,117.0,0,0,0,0,1,0,0,0,0,1,0,0,0
104.0,0,239000.0,1.0,48.0,1,1,0,1,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
104.0,0,94950.0,1.0,30.0,1,0,0,1,6.0,1,5000.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0
104.0,0,95000.0,1.0,30.0,1,0,0,1,6.0,1,5000.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0
104.0,0,279000.0,2.0,95.0,1,0,0,1,20.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
104.0,0,119000.0,1.0,48.0,1,0,0,1,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
104.0,0,178000.0,1.0,66.0,1,1,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
104.0,0,425000.0,2.0,118.0,1,0,0,1,9.0,0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0
104.0,0,299000.0,2.0,64.0,1,1,0,1,6.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
104.0,0,339000.0,2.0,75.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
104.0,0,355000.0,2.0,85.0,1,0,0,1,3.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
104.0,0,209000.0,1.0,60.0,1,1,0,1,15.0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0
104.0,0,158000.0,0.0,40.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0
104.0,0,325000.0,2.0,104.0,0,0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
104.0,0,165000.0,1.0,56.0,1,0,0,1,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
104.0,0,215000.0,3.0,122.0,1,0,0,1,13.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
104.0,0,185000.0,2.0,60.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
104.0,0,325000.0,3.0,137.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
104.0,0,240000.0,2.0,80.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
104.0,0,350000.0,6.0,301.0,1,0,0,1,8.0,1,100.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1
104.0,0,165000.0,3.0,92.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1
104.0,0,165000.0,1.0,74.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
104.0,0,210000.0,2.0,79.0,0,0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
104.0,0,380000.0,2.0,101.0,0,0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
104.0,0,165000.0,0.0,105.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
109.0,1,335000.0,3.0,190.0,1,0,0,1,0.0,0,0.0,154.0,0,0,0,0,1,0,0,0,0,1,0,0,0
109.0,1,355000.0,3.0,130.0,1,0,0,0,0.0,0,0.0,317.0,0,0,0,0,1,0,0,0,0,1,0,0,0
109.0,1,1295000.0,4.0,450.0,1,0,0,1,0.0,0,0.0,4762.0,0,0,0,0,0,0,1,0,0,1,0,0,0
109.0,1,325000.0,3.0,166.0,1,0,0,1,0.0,0,0.0,626.0,0,0,0,0,1,0,0,0,0,1,0,0,0
109.0,1,825000.0,3.0,388.0,1,0,0,1,100.0,1,250.0,937.0,0,0,0,0,0,0,1,0,0,1,0,0,0
109.0,1,425000.0,2.0,160.0,1,0,0,1,0.0,0,0.0,468.0,0,0,0,0,1,0,0,0,0,1,0,0,0
109.0,1,498000.0,4.0,305.0,1,0,0,1,0.0,0,0.0,1409.0,0,0,0,0,0,0,0,0,1,1,0,0,0
