prosperity_index,house_is,price,rooms_number,area,equipped_kitchen_has,furnished,open_fire,terrace,terrace_area,garden,garden_area,land_surface,swimming_pool_has,property_subtype_APARTMENT_BLOCK,property_subtype_DUPLEX,property_subtype_GROUND_FLOOR,property_subtype_HOUSE,property_subtype_MIXED_USE_BUILDING,property_subtype_OTHER,property_subtype_PENTHOUSE,property_subtype_VILLA,region_F,region_W,building_state_agg_renovated,building_state_agg_to_renovate
72.0,0,145000.0,2.0,85.0,1,0,0,1,15.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
72.0,0,168000.0,1.0,58.0,1,0,0,1,19.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
72.0,0,193000.0,2.0,84.0,1,0,0,1,19.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
72.0,0,210000.0,2.0,91.0,1,0,0,1,29.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
72.0,0,75000.0,1.0,37.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
72.0,0,169500.0,2.0,125.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
72.0,0,99000.0,2.0,91.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1
83.0,1,199000.0,3.0,300.0,1,0,0,1,20.0,0,0.0,318.0,0,0,0,0,0,1,0,0,0,0,1,0,0
83.0,1,450000.0,10.0,400.0,1,0,0,1,0.0,0,0.0,1100.0,0,1,0,0,0,0,0,0,0,0,1,0,0
83.0,1,169000.0,2.0,200.0,1,0,0,1,80.0,1,190.0,190.0,0,0,0,0,0,1,0,0,0,0,1,0,0
83.0,1,175000.0,2.0,155.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0
83.0,1,139900.0,3.0,145.0,1,0,0,1,20.0,1,350.0,410.0,0,0,0,0,1,0,0,0,0,0,1,0,0
83.0,1,110000.0,2.0,95.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0
83.0,1,289900.0,4.0,177.0,1,0,0,1,25.0,1,300.0,649.0,0,0,0,0,0,0,0,0,1,0,1,0,0
83.0,1,100000.0,2.0,110.0,1,0,0,0,0.0,0,0.0,117.0,0,0,0,0,1,0,0,0,0,0,1,0,0
83.0,0,170000.0,2.0,95.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
83.0,0,600000.0,2.0,100.0,1,1,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
113.0,1,300000.0,3.0,275.0,1,0,0,1,0.0,1,700.0,802.0,0,0,0,0,0,1,0,0,0,0,1,0,1
113.0,1,1250000.0,11.0,520.0,1,1,0,1,0.0,1,5500.0,5500.0,1,1,0,0,0,0,0,0,0,0,1,1,0
113.0,1,275000.0,1.0,90.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0
113.0,1,765000.0,6.0,292.0,0,0,0,1,0.0,0,0.0,860.0,0,1,0,0,0,0,0,0,0,0,1,0,0
113.0,1,990000.0,4.0,525.0,0,0,0,1,64.0,0,0.0,888.0,0,0,0,0,0,1,0,0,0,0,1,0,0
113.0,1,440000.0,3.0,195.0,1,0,0,0,0.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,1,0
113.0,1,650000.0,2.0,355.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0
113.0,1,450000.0,1.0,150.0,1,0,0,1,12.0,0,0.0,80.0,0,0,0,0,0,1,0,0,0,0,1,0,0
113.0,1,670000.0,9.0,500.0,0,0,0,1,0.0,0,0.0,190.0,0,1,0,0,0,0,0,0,0,0,1,0,1
113.0,1,415000.0,3.0,225.0,1,0,0,1,20.0,0,0.0,135.0,0,0,0,0,0,0,1,0,0,0,1,0,0
113.0,1,649000.0,4.0,297.0,1,0,0,1,48.0,1,550.0,668.0,1,0,0,0,1,0,0,0,0,0,1,0,0
113.0,1,435000.0,4.0,152.0,1,0,0,1,100.0,1,1980.0,1980.0,0,0,0,0,0,0,0,0,1,0,1,0,0
113.0,1,699000.0,7.0,381.0,1,0,0,1,75.0,1,705.0,705.0,0,0,0,0,0,0,0,0,1,0,1,0,0
113.0,1,675000.0,5.0,280.0,1,0,0,1,17.0,1,1650.0,1650.0,0,0,0,0,0,0,1,0,0,0,1,0,0
113.0,1,1100000.0,6.0,350.0,1,0,1,1,100.0,1,3450.0,3628.0,1,0,0,0,0,0,1,0,0,0,1,0,0
113.0,1,150000.0,4.0,100.0,1,0,1,1,12.0,0,0.0,650.0,0,0,0,0,1,0,0,0,0,0,1,0,1
113.0,1,1049000.0,6.0,600.0,1,0,0,1,0.0,0,0.0,2955.0,0,0,0,0,0,0,1,0,0,0,1,0,0
113.0,1,449000.0,3.0,220.0,1,0,0,1,50.0,1,2055.0,2055.0,1,0,0,0,0,0,0,0,1,0,1,0,0
113.0,1,425000.0,3.0,193.0,1,0,0,1,0.0,1,100.0,189.0,0,0,0,0,1,0,0,0,0,0,1,0,0
113.0,1,750000.0,6.0,395.0,1,0,0,1,40.0,1,1734.0,1734.0,1,0,0,0,1,0,0,0,0,0,1,0,1
113.0,1,385000.0,3.0,148.0,1,0,0,0,0.0,0,0.0,340.0,0,0,0,0,1,0,0,0,0,0,1,0,0
113.0,1,425000.0,3.0,160.0,1,0,0,1,60.0,1,1500.0,1641.0,0,0,0,0,0,0,0,0,1,0,1,0,1
113.0,1,599000.0,5.0,555.0,0,0,1,1,150.0,0,0.0,1937.0,0,0,0,0,1,0,0,0,0,0,1,0,1
113.0,1,375000.0,2.0,100.0,1,0,0,1,65.0,0,0.0,950.0,0,0,0,0,1,0,0,0,0,0,1,0,0
113.0,1,250000.0,3.0,155.0,1,0,0,1,12.0,0,0.0,289.0,0,0,0,0,1,0,0,0,0,0,1,0,1
113.0,1,365000.0,6.0,160.0,1,0,0,1,0.0,0,0.0,1130.0,0,0,0,0,0,0,0,0,1,0,1,0,1
113.0,1,400000.0,3.0,150.0,1,0,0,1,0.0,0,0.0,1000.0,0,0,0,0,1,0,0,0,0,0,1,0,1
113.0,1,350000.0,3.0,140.0,1,0,1,1,0.0,0,0.0,497.0,0,0,0,0,1,0,0,0,0,0,1,0,1
113.0,1,175000.0,2.0,125.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1
113.0,1,310000.0,3.0,120.0,1,0,0,1,20.0,0,0.0,573.0,0,0,0,0,1,0,0,0,0,0,1,0,0
113.0,1,260000.0,3.0,95.0,1,0,0,1,5.0,1,515.0,515.0,0,0,0,0,1,0,0,0,0,0,1,0,0
113.0,0,280000.0,4.0,96.0,1,0,0,1,0.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0
113.0,0,215000.0,2.0,75.0,1,0,0,1,7.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
113.0,0,360000.0,3.0,141.0,1,0,0,1,17.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
113.0,0,183200.0,1.0,65.0,1,0,0,1,6.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
113.0,0,242176.0,2.0,88.0,1,0,0,1,17.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
113.0,0,254300.0,2.0,87.0,1,0,0,1,8.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
113.0,0,260000.0,3.0,95.0,1,0,0,1,5.0,1,515.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
113.0,0,145000.0,1.0,50.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
113.0,0,340000.0,4.0,120.0,1,0,0,1,7.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0
113.0,0,250000.0,3.0,85.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
113.0,0,212400.0,1.0,67.0,0,0,0,1,16.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
113.0,0,165000.0,1.0,60.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
113.0,0,198200.0,1.0,69.0,1,0,0,1,6.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
113.0,0,279000.0,2.0,96.0,1,0,0,1,5.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
113.0,0,294000.0,2.0,96.0,1,0,0,1,5.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
113.0,0,299000.0,2.0,103.0,1,0,0,1,5.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
113.0,0,314000.0,2.0,103.0,1,0,0,1,5.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
113.0,0,434000.0,3.0,183.0,1,0,0,1,10.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
92.0,1,319000.0,2.0,380.0,1,0,0,1,4.0,0,0.0,385.0,0,0,0,0,0,1,0,0,0,0,1,1,0
92.0,1,160000.0,7.0,455.0,1,0,1,0,0.0,0,0.0,3700.0,0,0,0,0,1,0,0,0,0,0,1,0,1
118.0,1,769000.0,4.0,412.0,1,0,0,1,108.0,0,0.0,865.0,0,0,0,0,0,1,0,0,0,1,0,0,0
118.0,1,725000.0,0.0,284.0,1,0,0,0,0.0,0,0.0,548.0,0,1,0,0,0,0,0,0,0,1,0,0,0
118.0,1,649000.0,3.0,280.0,0,0,0,0,0.0,0,0.0,225.0,0,1,0,0,0,0,0,0,0,1,0,0,0
118.0,1,590000.0,3.0,403.0,1,0,0,1,0.0,0,0.0,274.0,0,0,0,0,0,1,0,0,0,1,0,0,0
118.0,1,439000.0,3.0,281.0,1,0,0,1,0.0,0,0.0,112.0,0,0,0,0,0,1,0,0,0,1,0,0,0
118.0,1,525000.0,4.0,195.0,1,0,0,1,15.0,1,900.0,1045.0,0,0,0,0,0,0,0,0,1,1,0,0,0
118.0,1,525000.0,4.0,260.0,1,0,0,1,6.0,1,840.0,1540.0,0,0,0,0,0,0,0,0,1,1,0,0,0
118.0,1,595000.0,4.0,220.0,1,0,0,1,40.0,1,1100.0,1300.0,0,0,0,0,0,0,0,0,1,1,0,0,1
118.0,1,630000.0,4.0,340.0,1,0,0,1,86.0,0,0.0,1254.0,0,0,0,0,1,0,0,0,0,1,0,0,0
118.0,1,855000.0,3.0,225.0,1,0,1,1,30.0,1,375.0,550.0,0,0,0,0,0,0,1,0,0,1,0,0,0
118.0,1,299000.0,2.0,130.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0
118.0,1,385000.0,3.0,170.0,1,0,0,1,18.0,1,350.0,712.0,0,0,0,0,1,0,0,0,0,1,0,0,0
118.0,1,569000.0,7.0,262.0,1,0,0,1,19.0,0,0.0,732.0,0,0,0,0,0,0,0,0,1,1,0,0,1
118.0,0,229000.0,1.0,93.0,1,0,1,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
118.0,0,289000.0,2.0,105.0,1,0,1,1,11.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
118.0,0,249000.0,2.0,110.0,1,0,0,1,9.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
118.0,0,500000.0,4.0,200.0,1,0,1,1,50.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
118.0,0,279676.0,2.0,98.0,1,0,0,1,10.0,1,14.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
118.0,0,252000.0,1.0,74.0,1,0,0,1,13.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0
118.0,0,310000.0,1.0,104.0,1,0,0,1,6.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
118.0,0,232500.0,1.0,74.0,0,0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
106.0,1,1250000.0,11.0,520.0,1,1,0,1,0.0,1,5200.0,5500.0,1,1,0,0,0,0,0,0,0,0,1,1,0
106.0,1,699000.0,6.0,280.0,1,0,0,1,0.0,1,100.0,272.0,0,0,0,0,1,0,0,0,0,0,1,0,0
106.0,1,435000.0,3.0,159.0,1,0,0,1,0.0,0,0.0,200.0,0,0,0,0,1,0,0,0,0,0,1,0,0
106.0,0,511932.0,2.0,127.0,1,0,0,1,29.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.0,0,516050.0,2.0,137.0,1,0,0,1,19.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.0,0,583956.0,3.0,153.0,1,0,0,1,6.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.0,0,275000.0,1.0,68.0,1,0,0,1,5.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.0,0,399000.0,2.0,120.0,1,0,0,1,22.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.0,0,525000.0,3.0,139.0,1,0,0,1,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0
106.0,0,591956.0,3.0,152.0,1,0,0,1,6.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0
106.0,0,591956.0,3.0,153.0,1,0,0,1,8.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.0,0,490000.0,1.0,120.0,1,0,0,1,40.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
106.0,0,269000.0,2.0,72.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.0,0,559431.0,3.0,161.0,1,0,0,1,6.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.0,0,463775.0,2.0,138.0,1,0,0,1,12.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.0,0,591955.0,3.0,153.0,0,0,0,1,16.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.0,0,245000.0,1.0,56.0,1,0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.0,0,385000.0,2.0,91.0,1,0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.0,0,450000.0,3.0,116.0,1,0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.0,0,511931.0,2.0,127.0,0,0,0,1,34.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.0,0,463774.0,2.0,138.0,0,0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.0,0,583955.0,3.0,153.0,0,0,0,1,16.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.0,0,559430.0,3.0,161.0,0,0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.0,0,920523.0,3.0,211.0,0,0,0,1,37.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.0,0,660000.0,3.0,183.0,0,0,0,1,48.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
106.0,0,630000.0,204.0,204.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
106.0,0,595000.0,3.0,203.0,0,0,0,1,36.0,1,212.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
105.0,1,300000.0,4.0,370.0,1,0,0,1,0.0,0,0.0,800.0,0,1,0,0,0,0,0,0,0,0,1,0,0
105.0,1,299900.0,5.0,240.0,1,0,0,1,40.0,0,0.0,1010.0,0,1,0,0,0,0,0,0,0,0,1,0,0
105.0,1,179000.0,3.0,220.0,1,0,0,1,40.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1
105.0,1,249900.0,5.0,290.0,1,0,0,1,20.0,1,500.0,594.0,0,1,0,0,0,0,0,0,0,0,1,0,1
105.0,1,249000.0,4.0,160.0,1,0,0,1,40.0,1,450.0,540.0,0,0,0,0,1,0,0,0,0,0,1,0,0
105.0,1,399000.0,3.0,180.0,1,0,0,1,40.0,1,550.0,629.0,0,0,0,0,0,0,0,0,1,0,1,0,0
105.0,1,269900.0,3.0,268.0,1,0,0,1,0.0,1,264.0,334.0,0,0,0,0,1,0,0,0,0,0,1,0,0
105.0,1,190000.0,2.0,129.0,1,0,0,1,32.0,1,200.0,250.0,0,0,0,0,1,0,0,0,0,0,1,0,0
105.0,1,279900.0,3.0,252.0,1,0,0,1,0.0,1,726.0,796.0,0,0,0,0,1,0,0,0,0,0,1,0,0
105.0,1,380000.0,5.0,287.0,1,0,0,1,40.0,1,850.0,970.0,0,0,0,0,0,0,0,0,1,0,1,0,0
105.0,1,119900.0,2.0,119.0,1,0,0,0,0.0,0,0.0,45.0,0,0,0,0,1,0,0,0,0,0,1,0,1
105.0,1,169900.0,3.0,125.0,1,0,0,1,10.0,1,100.0,212.0,0,0,0,0,1,0,0,0,0,0,1,0,0
105.0,1,319900.0,5.0,200.0,1,0,0,1,20.0,1,700.0,884.0,0,0,0,0,0,0,0,0,1,0,1,0,0
105.0,1,295000.0,2.0,110.0,1,0,0,1,40.0,1,400.0,960.0,0,0,0,0,0,0,0,0,1,0,1,0,0
105.0,1,169900.0,4.0,170.0,1,0,0,1,15.0,1,200.0,330.0,0,0,0,0,1,0,0,0,0,0,1,0,1
105.0,1,365000.0,4.0,155.0,1,0,0,1,40.0,0,0.0,1430.0,0,0,0,0,1,0,0,0,0,0,1,1,0
105.0,1,295000.0,3.0,165.0,1,0,0,1,12.0,1,1429.0,1500.0,0,0,0,0,1,0,0,0,0,0,1,0,0
105.0,1,269500.0,3.0,180.0,1,0,0,0,0.0,0,0.0,300.0,0,0,0,0,1,0,0,0,0,0,1,0,0
105.0,1,289900.0,3.0,204.0,1,0,0,1,48.0,1,150.0,330.0,0,0,0,0,1,0,0,0,0,0,1,0,0
105.0,1,200000.0,3.0,230.0,0,0,0,1,22.0,0,0.0,189.0,0,0,0,0,1,0,0,0,0,0,1,0,0
105.0,0,265000.0,2.0,125.0,1,1,0,1,10.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,1,289000.0,4.0,360.0,1,0,0,1,40.0,0,0.0,201.0,0,1,0,0,0,0,0,0,0,0,1,0,1
100.0,1,259000.0,6.0,245.0,1,0,0,1,25.0,1,80.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.0,1,210000.0,5.0,159.0,1,0,0,1,0.0,0,0.0,301.0,0,0,0,0,0,1,0,0,0,0,1,0,1
100.0,1,399001.0,5.0,350.0,1,0,1,0,0.0,1,450.0,700.0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.0,1,139000.0,3.0,100.0,1,0,0,1,26.0,0,0.0,85.0,0,0,0,0,1,0,0,0,0,0,1,0,1
100.0,1,159000.0,4.0,95.0,1,0,0,1,0.0,0,0.0,134.0,0,0,0,0,1,0,0,0,0,0,1,0,0
100.0,1,135000.0,3.0,130.0,1,0,0,1,15.0,1,50.0,180.0,0,0,0,0,1,0,0,0,0,0,1,0,1
100.0,1,389000.0,4.0,200.0,1,0,0,1,70.0,1,500.0,1702.0,0,0,0,0,0,0,0,0,1,0,1,0,0
100.0,1,460000.0,5.0,380.0,1,0,0,1,55.0,1,450.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0
100.0,1,398900.0,5.0,350.0,1,0,1,0,0.0,0,0.0,700.0,0,0,0,0,0,0,1,0,0,0,1,0,0
100.0,1,169000.0,3.0,125.0,1,0,0,1,10.0,0,0.0,220.0,0,0,0,0,1,0,0,0,0,0,1,0,1
100.0,1,449000.0,6.0,260.0,1,0,0,1,50.0,1,5998.0,7858.0,0,0,0,0,0,0,0,0,1,0,1,0,0
100.0,1,343000.0,3.0,120.0,1,0,0,1,20.0,1,1600.0,1808.0,0,0,0,0,0,0,1,0,0,0,1,0,0
100.0,1,207500.0,4.0,205.0,1,0,0,1,15.0,1,50.0,160.0,0,0,0,0,1,0,0,0,0,0,1,0,1
100.0,1,139000.0,5.0,135.0,1,0,0,0,0.0,0,0.0,113.0,0,0,0,0,1,0,0,0,0,0,1,0,0
100.0,1,249000.0,3.0,130.0,1,0,0,0,0.0,1,150.0,360.0,0,0,0,0,0,0,1,0,0,0,1,0,0
100.0,1,300000.0,5.0,330.0,1,0,1,1,50.0,0,0.0,1867.0,0,0,0,0,1,0,0,0,0,0,1,0,0
100.0,0,159000.0,1.0,72.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,0,245000.0,3.0,121.0,1,0,0,1,15.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,0,249000.0,3.0,121.0,1,0,0,1,48.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,0,145000.0,2.0,81.0,1,0,0,1,7.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,0,175000.0,2.0,93.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,0,139000.0,1.0,62.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,0,169000.0,2.0,85.0,1,0,0,1,6.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
107.0,1,199000.0,3.0,268.0,1,0,0,1,114.0,1,430.0,6.0,0,0,0,0,1,0,0,0,0,1,0,0,0
99.0,1,395000.0,5.0,330.0,1,0,0,0,0.0,0,0.0,391.0,0,1,0,0,0,0,0,0,0,0,1,0,1
99.0,1,250000.0,6.0,270.0,0,0,1,1,50.0,0,0.0,440.0,0,0,0,0,1,0,0,0,0,0,1,0,1
99.0,1,320000.0,7.0,193.0,1,0,0,0,0.0,0,0.0,380.0,0,1,0,0,0,0,0,0,0,0,1,0,0
99.0,1,250000.0,3.0,90.0,1,0,0,0,0.0,0,0.0,137.0,0,1,0,0,0,0,0,0,0,0,1,0,0
99.0,1,650000.0,3.0,445.0,1,0,0,0,0.0,0,0.0,240.0,0,0,0,0,0,1,0,0,0,0,1,0,0
99.0,1,695000.0,10.0,360.0,0,0,0,0,0.0,0,0.0,134.0,0,1,0,0,0,0,0,0,0,0,1,0,0
99.0,1,327500.0,3.0,150.0,1,0,0,1,7.0,1,34.0,35.0,0,0,0,0,1,0,0,0,0,0,1,0,0
99.0,1,335000.0,2.0,166.0,1,0,0,1,9.0,1,73.0,74.0,0,0,0,0,1,0,0,0,0,0,1,0,0
99.0,1,350000.0,5.0,185.0,1,0,1,1,51.0,1,800.0,964.0,0,0,0,0,1,0,0,0,0,0,1,0,0
99.0,1,300000.0,3.0,110.0,1,0,0,1,30.0,1,650.0,750.0,0,0,0,0,1,0,0,0,0,0,1,0,1
99.0,1,295000.0,2.0,112.0,1,0,0,0,0.0,1,344.0,437.0,0,0,0,0,1,0,0,0,0,0,1,0,0
99.0,1,320000.0,3.0,420.0,1,0,0,1,60.0,0,0.0,1000.0,0,0,0,0,0,0,0,0,1,0,1,0,1
99.0,1,350000.0,3.0,196.0,1,0,0,1,10.0,1,3000.0,3000.0,0,0,0,0,1,0,0,0,0,0,1,0,0
99.0,1,200000.0,2.0,110.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1
99.0,1,950000.0,3.0,340.0,1,0,1,1,50.0,1,2143.0,2318.0,1,0,0,0,1,0,0,0,0,0,1,0,0
99.0,0,365000.0,3.0,162.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
99.0,0,282500.0,3.0,107.0,1,0,0,1,14.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
99.0,0,285000.0,2.0,86.0,1,0,0,1,6.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
99.0,0,325000.0,2.0,95.0,1,0,0,1,6.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
99.0,0,295000.0,2.0,101.0,1,0,0,1,21.0,1,57.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
99.0,0,340000.0,2.0,106.0,1,0,0,1,10.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
99.0,0,95000.0,1.0,50.0,1,1,1,1,16.0,1,1.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0
99.0,0,240000.0,1.0,76.0,1,0,0,1,7.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
99.0,0,372059.0,3.0,126.0,1,0,0,1,18.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
99.0,0,261745.0,2.0,99.0,1,0,0,1,8.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
99.0,0,290000.0,2.0,109.0,1,0,0,1,14.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
99.0,0,325000.0,2.0,106.0,1,0,0,1,10.0,1,57.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
99.0,0,274382.0,2.0,106.0,1,0,0,1,5.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
99.0,0,230000.0,2.0,101.0,1,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
81.0,1,620000.0,3.0,242.0,1,0,0,1,10.0,0,0.0,110.0,0,0,0,0,0,1,0,0,0,0,1,0,0
81.0,1,229000.0,4.0,159.0,1,0,0,1,0.0,0,0.0,118.0,0,0,0,0,1,0,0,0,0,0,1,0,0
81.0,1,950000.0,14.0,600.0,1,0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,1,0
81.0,1,300000.0,2.0,348.0,1,0,0,0,0.0,0,0.0,143.0,0,0,0,0,0,1,0,0,0,0,1,0,1
81.0,1,485000.0,8.0,865.0,1,0,0,0,0.0,0,0.0,340.0,0,0,0,0,0,1,0,0,0,0,1,0,1
81.0,1,229000.0,2.0,202.0,1,0,0,0,0.0,0,0.0,75.0,0,1,0,0,0,0,0,0,0,0,1,0,0
81.0,1,215000.0,4.0,168.0,0,0,0,1,50.0,0,0.0,120.0,0,1,0,0,0,0,0,0,0,0,1,0,0
81.0,1,259000.0,4.0,190.0,1,0,0,1,0.0,0,0.0,577.0,0,1,0,0,0,0,0,0,0,0,1,0,0
81.0,1,745000.0,6.0,436.0,1,0,0,0,0.0,0,0.0,4362.0,0,1,0,0,0,0,0,0,0,0,1,0,0
81.0,1,165000.0,3.0,160.0,1,0,0,1,20.0,1,109.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0
81.0,1,159000.0,0.0,97.0,1,0,0,0,0.0,0,0.0,32.0,0,0,0,0,0,1,0,0,0,0,1,0,1
81.0,1,305000.0,7.0,255.0,1,0,0,1,10.0,1,72.0,146.0,0,0,0,0,1,0,0,0,0,0,1,0,1
81.0,1,399000.0,4.0,236.0,0,0,0,0,0.0,0,0.0,130.0,0,0,0,0,0,1,0,0,0,0,1,0,0
